CarPlate,Price,Company,Number,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits
SMY1888M,8888,Carplate,1888,4,SMY,M,8,0,1
GBK6C,8888,Carplate,6,1,GBK,C,5,0,0
SBK558B,8888,Carplate,558,3,SBK,B,7,0,1
SLV34U,8888,Carplate,34,2,SLV,U,6,0,0
SGL67L,8888,Carplate,67,2,SGL,L,6,0,0
SNC14D,8888,Carplate,14,2,SNC,D,6,0,0
SMV97B,8888,Carplate,97,2,SMV,B,6,0,0
SMK51R,8888,Carplate,51,2,SMK,R,6,0,0
SLC8322K,8888,Carplate,8322,4,SLC,K,8,0,1
SCU2727C,8888,Carplate,2727,4,SCU,C,8,0,0
SDV1088C,8888,Carplate,1088,4,SDV,C,8,0,1
SKS1000M,8888,Carplate,1000,4,SKS,M,8,0,1
SCL59H,8888,Carplate,59,2,SCL,H,6,0,0
FBM2C,8888,Carplate,2,1,FBM,C,5,0,0
SGX82D,8888,Carplate,82,2,SGX,D,6,0,0
SKX87T,8888,Carplate,87,2,SKX,T,6,0,0
SMT444T,8888,Carplate,444,3,SMT,T,7,1,1
SBQ7577T,8888,Carplate,7577,4,SBQ,T,8,0,1
SBY6300P,8888,Carplate,6300,4,SBY,P,8,0,1
SNC444X,8888,Carplate,444,3,SNC,X,7,1,1
EU2628G,8888,Carplate,2628,4,EU,G,7,0,0
EJ9443J,8888,Carplate,9443,4,EJ,J,7,0,1
SGU92R,8888,Carplate,92,2,SGU,R,6,0,0
SJE1133Z,8888,Carplate,1133,4,SJE,Z,8,0,1
SBU94U,8888,Carplate,94,2,SBU,U,6,0,0
EN7456P,8888,Carplate,7456,4,EN,P,7,0,0
SMD6999D,8888,Carplate,6999,4,SMD,D,8,0,1
SNA5888B,8888,Carplate,5888,4,SNA,B,8,0,1
SMT3444Z,8888,Carplate,3444,4,SMT,Z,8,0,1
SKL3323E,8888,Carplate,3323,4,SKL,E,8,0,1
FU33Z,8888,Carplate,33,2,FU,Z,5,1,1
SMR4449P,8888,Carplate,4449,4,SMR,P,8,0,1
SMX96T,8888,Carplate,96,2,SMX,T,6,0,0
SBV3883J,8888,Carplate,3883,4,SBV,J,8,0,1
SMX1000M,8888,Carplate,1000,4,SMX,M,8,0,1
SKB480G,8888,Carplate,480,3,SKB,G,7,0,0
SBY998R,8888,Carplate,998,3,SBY,R,7,0,1
SKV2888X,8888,Carplate,2888,4,SKV,X,8,0,1
SCL5335C,8888,Carplate,5335,4,SCL,C,8,0,1
SLW8101B,8888,Carplate,8101,4,SLW,B,8,0,0
SKQ39U,8888,Carplate,39,2,SKQ,U,6,0,0
SJU8880U,8888,Carplate,8880,4,SJU,U,8,0,1
GT72D,8888,Carplate,72,2,GT,D,5,0,0
SMM669Z,8888,Carplate,669,3,SMM,Z,7,0,1
SBU3888B,8888,Carplate,3888,4,SBU,B,8,0,1
SJY8838Y,8888,Carplate,8838,4,SJY,Y,8,0,1
SBV9595b,8888,Carplate,9595,4,SBV,b,8,0,0
SBZ9911B,8888,Carplate,9911,4,SBZ,B,8,0,1
SGY188C,8888,Carplate,188,3,SGY,C,7,0,1
SKL688Y,8888,Carplate,688,3,SKL,Y,7,0,1
SDT65K,8888,Carplate,65,2,SDT,K,6,0,0
SJS3322H,8888,Carplate,3322,4,SJS,H,8,0,1
SBT3838B,8888,Carplate,3838,4,SBT,B,8,0,0
SMJ118M,8888,Carplate,118,3,SMJ,M,7,0,1
SBL93U,8888,Carplate,93,2,SBL,U,6,0,0
SBT421P,8888,Carplate,421,3,SBT,P,7,0,0
SBM4848C,8888,Carplate,4848,4,SBM,C,8,0,0
FE721E,8888,Carplate,721,3,FE,E,6,0,0
SGD8333H,8888,Carplate,8333,4,SGD,H,8,0,1
SBL24U,8888,Carplate,24,2,SBL,U,6,0,0
SLB49H,8888,Carplate,49,2,SLB,H,6,0,0
SDP169R,8888,Carplate,169,3,SDP,R,7,0,0
SJJ8787P,8888,Carplate,8787,4,SJJ,P,8,0,0
SCV1212Y,8888,Carplate,1212,4,SCV,Y,8,0,0
SGE2222D,8888,Carplate,2222,4,SGE,D,8,1,1
SFG4444T,8888,Carplate,4444,4,SFG,T,8,1,1
SGT1199R,8888,Carplate,1199,4,SGT,R,8,0,1
AZ7077J,8888,Carplate,7077,4,AZ,J,7,0,1
SNC32B,8888,SGCarMart,32,2,SNC,B,6,0,0
SGV80U,8888,SGCarMart,80,2,SGV,U,6,0,0
SFX444E,8888,SGCarMart,444,3,SFX,E,7,1,1
SBT3332T,8888,SGCarMart,3332,4,SBT,T,8,0,1
SKL444J,8888,SGCarMart,444,3,SKL,J,7,1,1
SCA41R,8888,CarPlateMart,41,2,SCA,R,6,0,0
SBK588B,8888,CarPlateMart,588,3,SBK,B,7,0,1
SKD86B,8888,CarPlateMart,86,2,SKD,B,6,0,0
SKJ86U,8888,CarPlateMart,86,2,SKJ,U,6,0,0
SDV1088C,8888,CarPlateMart,1088,4,SDV,C,8,0,1
SFA37T,8888,CarPlateMart,37,2,SFA,T,6,0,0
SDR878S,8888,CarPlateMart,878,3,SDR,S,7,0,0
SKF250H,8888,CarPlateMart,250,3,SKF,H,7,0,0
SGC65P,8888,CarPlateMart,65,2,SGC,P,6,0,0
SJL228D,8888,CarPlateMart,228,3,SJL,D,7,0,1
SJE1133Z,8888,CarPlateMart,1133,4,SJE,Z,8,0,1
SBW188Y,8888,CarPlateMart,188,3,SBW,Y,7,0,1
SMG1882Z,8888,CarPlateMart,1882,4,SMG,Z,8,0,1
SMX96T,8888,CarPlateMart,96,2,SMX,T,6,0,0
SLD1818M,8888,CarPlateMart,1818,4,SLD,M,8,0,0
SGE180D,8888,CarPlateMart,180,3,SGE,D,7,0,0
SMV1680K,8888,CarPlateMart,1680,4,SMV,K,8,0,0
SCL5335C,8888,CarPlateMart,5335,4,SCL,C,8,0,1
SBJ36X,8888,CarPlateMart,36,2,SBJ,X,6,0,0
SMR8383T,8888,CarPlateMart,8383,4,SMR,T,8,0,0
SKA3838U,8888,CarPlateMart,3838,4,SKA,U,8,0,0
SFQ32Y,8888,CarPlateMart,32,2,SFQ,Y,6,0,0
SKJ61R,8888,CarPlateMart,61,2,SKJ,R,6,0,0
SKD92L,8888,CarPlateMart,92,2,SKD,L,6,0,0
SGS8883H,8883,Carplate,8883,4,SGS,H,8,0,1
SGA8868Y,8868,Carplate,8868,4,SGA,Y,8,0,1
SMW444C,8866,CarPlateMart,444,3,SMW,C,7,1,1
SLJ8828G,8828,Carplate,8828,4,SLJ,G,8,0,1
SLE2182B,8828,Carplate,2182,4,SLE,B,8,0,0
FBK8828U,8828,Carplate,8828,4,FBK,U,8,0,1
SDN8188T,8818,Carplate,8188,4,SDN,T,8,0,1
SJA14L,8800,Carplate,14,2,SJA,L,6,0,0
SBW8800K,8800,Carplate,8800,4,SBW,K,8,0,1
SGK2282Z,8800,Carplate,2282,4,SGK,Z,8,0,1
SMH5100R,8800,Carplate,5100,4,SMH,R,8,0,1
GBL6666C,8800,Carplate,6666,4,GBL,C,8,1,1
SGF70H,8800,Carplate,70,2,SGF,H,6,0,0
SFM8800R,8800,Carplate,8800,4,SFM,R,8,0,1
SKN1151L,8800,Carplate,1151,4,SKN,L,8,0,1
SMH8989Z,8800,Carplate,8989,4,SMH,Z,8,0,0
GX13D,8800,Carplate,13,2,GX,D,5,0,0
SKP892C,8800,Carplate,892,3,SKP,C,7,0,0
SNC35T,8800,SGCarMart,35,2,SNC,T,6,0,0
SNB82L,8800,SGCarMart,82,2,SNB,L,6,0,0
SKL900J,8800,SGCarMart,900,3,SKL,J,7,0,1
SFG50Y,8800,SGCarMart,50,2,SFG,Y,6,0,0
SBQ46E,8800,SGCarMart,46,2,SBQ,E,6,0,0
SBC1008H,8800,SGCarMart,1008,4,SBC,H,8,0,1
SNF75L,8800,SGCarMart,75,2,SNF,L,6,0,0
SNF93J,8800,SGCarMart,93,2,SNF,J,6,0,0
SNE87H,8800,SGCarMart,87,2,SNE,H,6,0,0
SNF57P,8800,SGCarMart,57,2,SNF,P,6,0,0
SNF444E,8800,SGCarMart,444,3,SNF,E,7,1,1
SNF25G,8800,SGCarMart,25,2,SNF,G,6,0,0
SNE39Y,8800,SGCarMart,39,2,SNE,Y,6,0,0
SNE31T,8800,SGCarMart,31,2,SNE,T,6,0,0
SGK3838M,8800,CarPlateMart,3838,4,SGK,M,8,0,0
SMD35A,8800,CarPlateMart,35,2,SMD,A,6,0,0
SKE17X,8787,SGCarMart,17,2,SKE,X,6,0,0
SMV8686Z,8686,CarPlateMart,8686,4,SMV,Z,8,0,0
SJY1668S,8668,Carplate,1668,4,SJY,S,8,0,1
SLS866B,8668,CarPlateMart,866,3,SLS,B,7,0,1
SMG858B,8588,CarPlateMart,858,3,SMG,B,7,0,0
SLT8555R,8555,Carplate,8555,4,SLT,R,8,0,1
SFV52M,8555,CarPlateMart,52,2,SFV,M,6,0,0
SJR1717X,8500,Carplate,1717,4,SJR,X,8,0,0
SBK8448H,8448,SGCarMart,8448,4,SBK,H,8,0,1
SLK8444A,8444,Carplate,8444,4,SLK,A,8,0,1
SLK8444A,8444,CarPlateMart,8444,4,SLK,A,8,0,1
SMP73B,8400,SGCarMart,73,2,SMP,B,6,0,0
SBL9899C,8388,SGCarMart,9899,4,SBL,C,8,0,1
SGB8333T,8333,CarPlateMart,8333,4,SGB,T,8,0,1
ET6265Z,8300,SGCarMart,6265,4,ET,Z,7,0,0
SGC222C,8300,CarPlateMart,222,3,SGC,C,7,1,1
SFF8288G,8288,CarPlateMart,8288,4,SFF,G,8,0,1
SLP8228G,8228,Carplate,8228,4,SLP,G,8,0,1
SGA2228J,8222,Carplate,2228,4,SGA,J,8,0,1
SNB78A,8188,Carplate,78,2,SNB,A,6,0,0
SJH8184P,8184,Carplate,8184,4,SJH,P,8,0,0
SBF8181C,8181,Carplate,8181,4,SBF,C,8,0,0
SDH8181T,8181,Carplate,8181,4,SDH,T,8,0,0
SMH8108A,8108,Carplate,8108,4,SMH,A,8,0,0
SMM8100U,8100,Carplate,8100,4,SMM,U,8,0,1
SMP65A,8100,SGCarMart,65,2,SMP,A,6,0,0
SMD71U,8100,SGCarMart,71,2,SMD,U,6,0,0
SLJ881X,8100,CarPlateMart,881,3,SLJ,X,7,0,1
SLU53U,8088,CarPlateMart,53,2,SLU,U,6,0,0
SFJ8081P,8081,Carplate,8081,4,SFJ,P,8,0,0
SCF8028B,8028,Carplate,8028,4,SCF,B,8,0,0
SDK8010M,8010,Carplate,8010,4,SDK,M,8,0,0
SMD1198G,8000,Carplate,1198,4,SMD,G,8,0,1
SNF58L,8000,Carplate,58,2,SNF,L,6,0,0
SKL7700Z,8000,Carplate,7700,4,SKL,Z,8,0,1
SKJ86U,8000,Carplate,86,2,SKJ,U,6,0,0
SKD86B,8000,Carplate,86,2,SKD,B,6,0,0
SJV50X,8000,Carplate,50,2,SJV,X,6,0,0
SND4228Y,8000,Carplate,4228,4,SND,Y,8,0,1
SLD93T,8000,Carplate,93,2,SLD,T,6,0,0
SGN35T,8000,Carplate,35,2,SGN,T,6,0,0
SDA6500G,8000,Carplate,6500,4,SDA,G,8,0,1
SLU53U,8000,Carplate,53,2,SLU,U,6,0,0
SKK6911T,8000,Carplate,6911,4,SKK,T,8,0,1
SDU45M,8000,Carplate,45,2,SDU,M,6,0,0
SKE54M,8000,Carplate,54,2,SKE,M,6,0,0
SDK3030M,8000,Carplate,3030,4,SDK,M,8,0,0
SJM61L,8000,Carplate,61,2,SJM,L,6,0,0
SMU511C,8000,Carplate,511,3,SMU,C,7,0,1
SKR93G,8000,Carplate,93,2,SKR,G,6,0,0
SJD45G,8000,Carplate,45,2,SJD,G,6,0,0
SKW4424H,8000,Carplate,4424,4,SKW,H,8,0,1
SMZ1800K,8000,Carplate,1800,4,SMZ,K,8,0,1
SMD3842S,8000,Carplate,3842,4,SMD,S,8,0,0
SMM4422S,8000,Carplate,4422,4,SMM,S,8,0,1
SMG7999G,8000,Carplate,7999,4,SMG,G,8,0,1
SGV8833L,8000,Carplate,8833,4,SGV,L,8,0,1
SMM655M,8000,Carplate,655,3,SMM,M,7,0,1
SJC778E,8000,Carplate,778,3,SJC,E,7,0,1
SLB800E,8000,Carplate,800,3,SLB,E,7,0,1
SKP1161Y,8000,Carplate,1161,4,SKP,Y,8,0,1
SLT3733B,8000,Carplate,3733,4,SLT,B,8,0,1
SMK78P,8000,Carplate,78,2,SMK,P,6,0,0
SJJ53B,8000,Carplate,53,2,SJJ,B,6,0,0
SKW337C,8000,Carplate,337,3,SKW,C,7,0,1
SJP4545R,8000,Carplate,4545,4,SJP,R,8,0,0
SGL1020P,8000,Carplate,1020,4,SGL,P,8,0,0
SMA108P,8000,Carplate,108,3,SMA,P,7,0,0
SDJ79Z,8000,Carplate,79,2,SDJ,Z,6,0,0
SLP789G,8000,Carplate,789,3,SLP,G,7,0,0
SKN85B,8000,Carplate,85,2,SKN,B,6,0,0
SBR5115B,8000,Carplate,5115,4,SBR,B,8,0,1
SJH828T,8000,Carplate,828,3,SJH,T,7,0,0
SGE567Y,8000,Carplate,567,3,SGE,Y,7,0,0
SKH669Z,8000,Carplate,669,3,SKH,Z,7,0,1
SFJ909E,8000,Carplate,909,3,SFJ,E,7,0,0
SKD2111Z,8000,Carplate,2111,4,SKD,Z,8,0,1
SJA85G,8000,Carplate,85,2,SJA,G,6,0,0
SJS883A,8000,Carplate,883,3,SJS,A,7,0,1
SKH53A,8000,Carplate,53,2,SKH,A,6,0,0
SLQ989R,8000,Carplate,989,3,SLQ,R,7,0,0
SDD336M,8000,Carplate,336,3,SDD,M,7,0,1
SLQ933B,8000,Carplate,933,3,SLQ,B,7,0,1
SNF35C,8000,SGCarMart,35,2,SNF,C,6,0,0
SND39C,8000,SGCarMart,39,2,SND,C,6,0,0
SMJ60U,8000,CarPlateMart,60,2,SMJ,U,6,0,0
SNF58L,8000,CarPlateMart,58,2,SNF,L,6,0,0
SFX8818H,8000,CarPlateMart,8818,4,SFX,H,8,0,1
SBP1088H,8000,CarPlateMart,1088,4,SBP,H,8,0,1
SBQ6767T,8000,CarPlateMart,6767,4,SBQ,T,8,0,0
SGY59S,8000,CarPlateMart,59,2,SGY,S,6,0,0
SKT67Y,8000,CarPlateMart,67,2,SKT,Y,6,0,0
SMG52J,8000,CarPlateMart,52,2,SMG,J,6,0,0
SDS234U,8000,CarPlateMart,234,3,SDS,U,7,0,0
SDU45M,8000,CarPlateMart,45,2,SDU,M,6,0,0
SGJ53L,8000,CarPlateMart,53,2,SGJ,L,6,0,0
SLR123S,8000,CarPlateMart,123,3,SLR,S,7,0,0
SKA34S,8000,CarPlateMart,34,2,SKA,S,6,0,0
EN2712H,8000,CarPlateMart,2712,4,EN,H,7,0,0
SGT65A,8000,CarPlateMart,65,2,SGT,A,6,0,0
SCP328K,8000,CarPlateMart,328,3,SCP,K,7,0,0
SLB800E,8000,CarPlateMart,800,3,SLB,E,7,0,1
SJR396U,8000,CarPlateMart,396,3,SJR,U,7,0,0
SJP85C,8000,CarPlateMart,85,2,SJP,C,6,0,0
SJJ67L,8000,CarPlateMart,67,2,SJJ,L,6,0,0
SKE5454J,8000,CarPlateMart,5454,4,SKE,J,8,0,0
SKD7979D,7979,CarPlateMart,7979,4,SKD,D,8,0,0
SMM9339S,7933,SGCarMart,9339,4,SMM,S,8,0,1
SFE59J,7900,Carplate,59,2,SFE,J,6,0,0
SKU79H,7900,Carplate,79,2,SKU,H,6,0,0
SCV79Y,7900,CarPlateMart,79,2,SCV,Y,6,0,0
SCJ3133S,7889,Carplate,3133,4,SCJ,S,8,0,1
SBU74C,7888,Carplate,74,2,SBU,C,6,0,0
SMQ369T,7888,Carplate,369,3,SMQ,T,7,0,0
SKF70K,7888,Carplate,70,2,SKF,K,6,0,0
SKE78U,7888,Carplate,78,2,SKE,U,6,0,0
SNA616C,7888,Carplate,616,3,SNA,C,7,0,0
SMY889S,7888,Carplate,889,3,SMY,S,7,0,1
SJU338Y,7888,Carplate,338,3,SJU,Y,7,0,1
SJA2228Z,7888,Carplate,2228,4,SJA,Z,8,0,1
SJF64R,7888,Carplate,64,2,SJF,R,6,0,0
SMC400J,7888,Carplate,400,3,SMC,J,7,0,1
SBD757E,7888,Carplate,757,3,SBD,E,7,0,0
SLU78Z,7888,Carplate,78,2,SLU,Z,6,0,0
SGM700L,7888,Carplate,700,3,SGM,L,7,0,1
SCF93P,7888,SGCarMart,93,2,SCF,P,6,0,0
SKE56H,7888,SGCarMart,56,2,SKE,H,6,0,0
SMG71D,7888,SGCarMart,71,2,SMG,D,6,0,0
SFL900T,7888,SGCarMart,900,3,SFL,T,7,0,1
EX1028D,7888,SGCarMart,1028,4,EX,D,7,0,0
SNF188U,7888,CarPlateMart,188,3,SNF,U,7,0,1
SFN188U,7888,CarPlateMart,188,3,SFN,U,7,0,1
SKP164X,7888,CarPlateMart,164,3,SKP,X,7,0,0
SDY67Y,7888,CarPlateMart,67,2,SDY,Y,6,0,0
SFC41U,7888,CarPlateMart,41,2,SFC,U,6,0,0
SLT787R,7870,Carplate,787,3,SLT,R,7,0,0
SFT4444A,7800,Carplate,4444,4,SFT,A,8,1,1
SDT31H,7800,CarPlateMart,31,2,SDT,H,6,0,0
SFZ78T,7800,CarPlateMart,78,2,SFZ,T,6,0,0
SFV3369E,7800,CarPlateMart,3369,4,SFV,E,8,0,1
EN7128L,7788,Carplate,7128,4,EN,L,7,0,0
SLQ7774Y,7774,Carplate,7774,4,SLQ,Y,8,0,1
SGT771U,7710,Carplate,771,3,SGT,U,7,0,1
SGL7705H,7705,Carplate,7705,4,SGL,H,8,0,1
SBQ57Z,7700,Carplate,57,2,SBQ,Z,6,0,0
SFM75U,7555,Carplate,75,2,SFM,U,6,0,0
SKL1288L,7500,Carplate,1288,4,SKL,L,8,0,1
SJF4444B,7500,CarPlateMart,4444,4,SJF,B,8,1,1
SDE71X,7500,CarPlateMart,71,2,SDE,X,6,0,0
SKM1818C,7500,CarPlateMart,1818,4,SKM,C,8,0,0
SMY748R,7488,CarPlateMart,748,3,SMY,R,7,0,0
SNB7474T,7474,Carplate,7474,4,SNB,T,8,0,0
SMP52L,7400,SGCarMart,52,2,SMP,L,6,0,0
SMQ6000S,7400,SGCarMart,6000,4,SMQ,S,8,0,1
SMQ1000A,7400,SGCarMart,1000,4,SMQ,A,8,0,1
SMW369L,7388,Carplate,369,3,SMW,L,7,0,0
SMT7369G,7369,CarPlateMart,7369,4,SMT,G,8,0,0
SMN730Z,7300,Carplate,730,3,SMN,Z,7,0,0
SFA728H,7288,Carplate,728,3,SFA,H,7,0,0
SNB30L,7288,SGCarMart,30,2,SNB,L,6,0,0
SND30B,7288,SGCarMart,30,2,SND,B,6,0,0
EN7128L,7288,CarPlateMart,7128,4,EN,L,7,0,0
SDR71C,7171,SGCarMart,71,2,SDR,C,6,0,0
SJC7100P,7100,Carplate,7100,4,SJC,P,8,0,1
SMP3000S,7100,SGCarMart,3000,4,SMP,S,8,0,1
SMP500K,7100,SGCarMart,500,3,SMP,K,7,0,1
SMP42R,7100,SGCarMart,42,2,SMP,R,6,0,0
SMW43B,7100,SGCarMart,43,2,SMW,B,6,0,0
SMV34H,7100,SGCarMart,34,2,SMV,H,6,0,0
SBQ707G,7007,CarPlateMart,707,3,SBQ,G,7,0,0
SLT900E,7000,Carplate,900,3,SLT,E,7,0,1
SJM1777Z,7000,Carplate,1777,4,SJM,Z,8,0,1
SGH3210R,7000,Carplate,3210,4,SGH,R,8,0,0
SMS6434M,7000,Carplate,6434,4,SMS,M,8,0,0
SLZ49G,7000,Carplate,49,2,SLZ,G,6,0,0
SMD123D,7000,Carplate,123,3,SMD,D,7,0,0
FBJ7777U,7000,Carplate,7777,4,FBJ,U,8,1,1
SMA7749T,7000,Carplate,7749,4,SMA,T,8,0,1
SGD813S,7000,Carplate,813,3,SGD,S,7,0,0
SMD47R,7000,Carplate,47,2,SMD,R,6,0,0
FM25P,7000,Carplate,25,2,FM,P,5,0,0
SMN70U,7000,CarPlateMart,70,2,SMN,U,6,0,0
SLT900E,7000,CarPlateMart,900,3,SLT,E,7,0,1
ET4070G,7000,CarPlateMart,4070,4,ET,G,7,0,0
SLL53S,7000,CarPlateMart,53,2,SLL,S,6,0,0
SDB73U,7000,CarPlateMart,73,2,SDB,U,6,0,0
SJQ65E,7000,CarPlateMart,65,2,SJQ,E,6,0,0
SKH53A,7000,CarPlateMart,53,2,SKH,A,6,0,0
SJB9666R,6999,CarPlateMart,9666,4,SJB,R,8,0,1
SMN6969M,6900,Carplate,6969,4,SMN,M,8,0,0
SMQ43H,6900,SGCarMart,43,2,SMQ,H,6,0,0
SLM189D,6888,Carplate,189,3,SLM,D,7,0,0
SJS43H,6888,Carplate,43,2,SJS,H,6,0,0
SLA138P,6888,Carplate,138,3,SLA,P,7,0,0
SNC6868S,6888,Carplate,6868,4,SNC,S,8,0,0
SJW24S,6888,Carplate,24,2,SJW,S,6,0,0
SGT900P,6888,Carplate,900,3,SGT,P,7,0,1
SKR828D,6888,Carplate,828,3,SKR,D,7,0,0
SBN133C,6888,Carplate,133,3,SBN,C,7,0,1
SJM996P,6888,Carplate,996,3,SJM,P,7,0,1
SJF9696H,6888,Carplate,9696,4,SJF,H,8,0,0
SGY8688Z,6888,Carplate,8688,4,SGY,Z,8,0,1
SMN8388B,6888,Carplate,8388,4,SMN,B,8,0,1
SFL8288A,6888,Carplate,8288,4,SFL,A,8,0,1
SML2822Y,6888,Carplate,2822,4,SML,Y,8,0,1
SBB823H,6888,Carplate,823,3,SBB,H,7,0,0
SMW6116K,6888,Carplate,6116,4,SMW,K,8,0,1
SCN688G,6888,Carplate,688,3,SCN,G,7,0,1
SNA788P,6888,Carplate,788,3,SNA,P,7,0,1
SGK4422Z,6888,Carplate,4422,4,SGK,Z,8,0,1
SFT49J,6888,Carplate,49,2,SFT,J,6,0,0
SGE71K,6888,Carplate,71,2,SGE,K,6,0,0
SMM5674A,6888,Carplate,5674,4,SMM,A,8,0,0
SGT1331A,6888,Carplate,1331,4,SGT,A,8,0,1
GM138K,6888,Carplate,138,3,GM,K,6,0,0
SDX2323G,6888,Carplate,2323,4,SDX,G,8,0,0
SMZ8181S,6888,Carplate,8181,4,SMZ,S,8,0,0
SMH70B,6888,Carplate,70,2,SMH,B,6,0,0
SMS8000T,6888,Carplate,8000,4,SMS,T,8,0,1
SJX8686Z,6888,Carplate,8686,4,SJX,Z,8,0,0
GQ80X,6888,Carplate,80,2,GQ,X,5,0,0
SBY6969K,6888,Carplate,6969,4,SBY,K,8,0,0
SLS3399M,6888,Carplate,3399,4,SLS,M,8,0,1
SGN9969P,6888,Carplate,9969,4,SGN,P,8,0,1
SMS2121S,6888,Carplate,2121,4,SMS,S,8,0,0
SFH500K,6888,Carplate,500,3,SFH,K,7,0,1
SJT1511L,6888,Carplate,1511,4,SJT,L,8,0,1
SJR7878A,6888,Carplate,7878,4,SJR,A,8,0,0
SGD9991B,6888,Carplate,9991,4,SGD,B,8,0,1
SFN7711R,6888,Carplate,7711,4,SFN,R,8,0,1
SGN2662U,6888,Carplate,2662,4,SGN,U,8,0,1
SLQ92C,6888,Carplate,92,2,SLQ,C,6,0,0
SLX86J,6888,Carplate,86,2,SLX,J,6,0,0
SJC3888B,6888,Carplate,3888,4,SJC,B,8,0,1
SKD900B,6888,Carplate,900,3,SKD,B,7,0,1
SGJ388X,6888,Carplate,388,3,SGJ,X,7,0,1
SBR46A,6888,Carplate,46,2,SBR,A,6,0,0
SGX1688A,6888,Carplate,1688,4,SGX,A,8,0,1
SLX179A,6888,Carplate,179,3,SLX,A,7,0,0
SCN62L,6888,Carplate,62,2,SCN,L,6,0,0
SLF6969S,6888,Carplate,6969,4,SLF,S,8,0,0
SMM8808L,6888,Carplate,8808,4,SMM,L,8,0,1
SLF1032C,6888,Carplate,1032,4,SLF,C,8,0,0
SLF848Y,6888,Carplate,848,3,SLF,Y,7,0,0
SJF1881S,6888,Carplate,1881,4,SJF,S,8,0,1
SGM486R,6888,Carplate,486,3,SGM,R,7,0,0
SGB1212E,6888,Carplate,1212,4,SGB,E,8,0,0
SMK828S,6888,Carplate,828,3,SMK,S,7,0,0
SLL822P,6888,Carplate,822,3,SLL,P,7,0,1
SJD1008H,6888,Carplate,1008,4,SJD,H,8,0,1
SDS6622T,6888,Carplate,6622,4,SDS,T,8,0,1
SGS1288Y,6888,Carplate,1288,4,SGS,Y,8,0,1
SME1181Z,6888,Carplate,1181,4,SME,Z,8,0,1
SFN718T,6888,Carplate,718,3,SFN,T,7,0,0
GBH15S,6888,Carplate,15,2,GBH,S,6,0,0
SJH9919E,6888,Carplate,9919,4,SJH,E,8,0,1
SBF54P,6888,Carplate,54,2,SBF,P,6,0,0
FC1818P,6888,Carplate,1818,4,FC,P,7,0,0
FB1818U,6888,Carplate,1818,4,FB,U,7,0,0
SKD747C,6888,Carplate,747,3,SKD,C,7,0,0
SLR918R,6888,Carplate,918,3,SLR,R,7,0,0
SLR9888J,6888,Carplate,9888,4,SLR,J,8,0,1
XB888K,6888,SGCarMart,888,3,XB,K,6,1,1
SCG6868B,6888,SGCarMart,6868,4,SCG,B,8,0,0
SFA600S,6888,SGCarMart,600,3,SFA,S,7,0,1
SKQ568J,6888,SGCarMart,568,3,SKQ,J,7,0,0
SBC518J,6888,SGCarMart,518,3,SBC,J,7,0,0
SND80G,6888,SGCarMart,80,2,SND,G,6,0,0
SLA138P,6888,CarPlateMart,138,3,SLA,P,7,0,0
SGB188Z,6888,CarPlateMart,188,3,SGB,Z,7,0,1
SJP8228E,6888,CarPlateMart,8228,4,SJP,E,8,0,1
SMX50A,6888,CarPlateMart,50,2,SMX,A,6,0,0
SND884D,6888,CarPlateMart,884,3,SND,D,7,0,1
SFL8288A,6888,CarPlateMart,8288,4,SFL,A,8,0,1
SGY8688Z,6888,CarPlateMart,8688,4,SGY,Z,8,0,1
SCN8880P,6888,CarPlateMart,8880,4,SCN,P,8,0,1
SNB53X,6888,CarPlateMart,53,2,SNB,X,6,0,0
SNC388A,6888,CarPlateMart,388,3,SNC,A,7,0,1
SNB1118L,6888,CarPlateMart,1118,4,SNB,L,8,0,1
SJQ8880R,6888,CarPlateMart,8880,4,SJQ,R,8,0,1
SBT160S,6888,CarPlateMart,160,3,SBT,S,7,0,0
SLD232J,6888,CarPlateMart,232,3,SLD,J,7,0,0
SGG8222D,6888,CarPlateMart,8222,4,SGG,D,8,0,1
SFG34U,6888,CarPlateMart,34,2,SFG,U,6,0,0
SFV59U,6888,CarPlateMart,59,2,SFV,U,6,0,0
SCE870T,6888,CarPlateMart,870,3,SCE,T,7,0,0
SKH92L,6888,CarPlateMart,92,2,SKH,L,6,0,0
SMH1888C,6888,CarPlateMart,1888,4,SMH,C,8,0,1
SJY1668S,6888,CarPlateMart,1668,4,SJY,S,8,0,1
SLT6624M,6888,CarPlateMart,6624,4,SLT,M,8,0,1
SBB5577K,6888,CarPlateMart,5577,4,SBB,K,8,0,1
SKF60P,6888,CarPlateMart,60,2,SKF,P,6,0,0
SGS128Y,6888,CarPlateMart,128,3,SGS,Y,7,0,0
SBG686K,6860,CarPlateMart,686,3,SBG,K,7,0,0
SGV6818U,6818,Carplate,6818,4,SGV,U,8,0,0
SDN6808B,6808,CarPlateMart,6808,4,SDN,B,8,0,0
GT76T,6800,Carplate,76,2,GT,T,5,0,0
SKU180Y,6800,Carplate,180,3,SKU,Y,7,0,0
SDD47Y,6800,Carplate,47,2,SDD,Y,6,0,0
GBL1111U,6800,Carplate,1111,4,GBL,U,8,1,1
SJA64S,6800,Carplate,64,2,SJA,S,6,0,0
SBA8222U,6800,Carplate,8222,4,SBA,U,8,0,1
