,CarPlate,Price,Company,Number,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits,Auspicious,First Letter,suffix_number,first_letter,Antique,Price Range,Natural_break,number_group
282,EU5555M,55555,Carplate,5555,4,EU,M,7,1,1,0,E,10,4,1,18,10,30
283,EQ5555J,55555,Carplate,5555,4,EQ,J,7,1,1,0,E,13,4,1,18,10,30
284,EW87U,55555,CarPlateMart,87,2,EW,U,5,0,0,1,E,5,4,1,18,10,2
285,SMX7B,55000,Carplate,7,1,SMX,B,5,0,0,0,S,19,18,0,18,10,1
286,SMU5Y,55000,Carplate,5,1,SMU,Y,5,0,0,0,S,3,18,0,18,10,1
287,SX100T,55000,Carplate,100,3,SX,T,6,0,1,0,S,6,18,0,18,10,2
288,SNF5P,55000,Carplate,5,1,SNF,P,5,0,0,0,S,9,18,0,18,10,1
289,SLD5Z,55000,Carplate,5,1,SLD,Z,5,0,0,0,S,2,18,0,18,10,1
290,EP1212E,55000,Carplate,1212,4,EP,E,7,0,0,0,E,16,4,1,18,10,11
291,EQ396J,55000,Carplate,396,3,EQ,J,6,0,0,0,E,13,4,1,18,10,5
292,SJB7C,55000,Carplate,7,1,SJB,C,5,0,0,0,S,18,18,0,18,10,1
293,SDG11J,55000,Carplate,11,2,SDG,J,6,1,1,0,S,13,18,0,18,10,1
294,SJQ7Z,55000,SGCarMart,7,1,SJQ,Z,5,0,0,0,S,2,18,0,18,10,1
295,SJB7C,55000,SGCarMart,7,1,SJB,C,5,0,0,0,S,18,18,0,18,10,1
296,SND3E,54800,SGCarMart,3,1,SND,E,5,0,0,0,S,16,18,0,18,10,1
297,EN92B,52922,CarPlateMart,92,2,EN,B,5,0,0,0,E,19,4,1,18,9,2
298,SM522S,52888,Carplate,522,3,SM,S,6,0,1,0,S,7,18,0,18,9,6
299,SJR2G,52800,SGCarMart,2,1,SJR,G,5,0,0,0,S,15,18,0,18,9,1
300,EG7788T,52000,Carplate,7788,4,EG,T,7,0,1,1,E,6,4,1,18,9,39
301,SM522S,52000,CarPlateMart,522,3,SM,S,6,0,1,0,S,7,18,0,18,9,6
302,SND2H,51000,SGCarMart,2,1,SND,H,5,0,0,0,S,14,18,0,18,9,1
303,EQ2888T,50888,Carplate,2888,4,EQ,T,7,0,1,1,E,6,4,1,18,9,19
304,SBA7777S,50777,Carplate,7777,4,SBA,S,8,1,1,0,S,7,18,0,18,9,39
305,EH19X,50000,Carplate,19,2,EH,X,5,0,0,0,E,4,4,1,17,9,1
306,EP43H,50000,Carplate,43,2,EP,H,5,0,0,0,E,14,4,1,17,9,1
307,SBK20K,50000,Carplate,20,2,SBK,K,6,0,0,0,S,12,18,0,17,9,1
308,SM875Z,50000,Carplate,875,3,SM,Z,6,0,0,1,S,2,18,0,17,9,9
309,EB282H,50000,Carplate,282,3,EB,H,6,0,0,1,E,14,4,1,17,9,4
310,SMW111M,50000,Carplate,111,3,SMW,M,7,1,1,0,S,10,18,0,17,9,2
311,SFT899Y,50000,Carplate,899,3,SFT,Y,7,0,1,1,S,3,18,0,17,9,9
312,EL988C,50000,Carplate,988,3,EL,C,6,0,1,1,E,18,4,1,17,9,10
313,SN5251K,50000,Carplate,5251,4,SN,K,7,0,0,0,S,12,18,0,17,9,29
314,SJM5555X,50000,Carplate,5555,4,SJM,X,8,1,1,0,S,4,18,0,17,9,30
315,EN3232U,50000,Carplate,3232,4,EN,U,7,0,0,0,E,5,4,1,17,9,21
316,SX2222L,50000,SGCarMart,2222,4,SX,L,7,1,1,0,S,11,18,0,17,9,16
317,SX999S,50000,CarPlateMart,999,3,SX,S,6,1,1,0,S,7,18,0,17,9,10
318,SBA88T,50000,CarPlateMart,88,2,SBA,T,6,1,1,1,S,6,18,0,17,9,2
319,ER78Y,50000,CarPlateMart,78,2,ER,Y,5,0,0,1,E,3,4,1,17,9,2
320,ED188L,50000,CarPlateMart,188,3,ED,L,6,0,1,1,E,11,4,1,17,9,3
321,SL1100A,50000,CarPlateMart,1100,4,SL,A,7,0,1,0,S,1,18,0,17,9,11
322,SNE7P,49800,SGCarMart,7,1,SNE,P,5,0,0,0,S,9,18,0,17,9,1
323,SNA88B,48888,Carplate,88,2,SNA,B,6,1,1,1,S,19,18,0,17,9,2
324,SNB88X,48888,Carplate,88,2,SNB,X,6,1,1,1,S,4,18,0,17,9,2
325,SFE888H,48800,SGCarMart,888,3,SFE,H,7,1,1,1,S,14,18,0,17,9,9
326,SCQ88Y,48800,SGCarMart,88,2,SCQ,Y,6,1,1,1,S,3,18,0,17,9,2
327,SLD5Z,48500,SGCarMart,5,1,SLD,Z,5,0,0,0,S,2,18,0,17,9,1
328,SFM8888M,48000,Carplate,8888,4,SFM,M,8,1,1,1,S,10,18,0,17,9,45
329,SE4848T,48000,Carplate,4848,4,SE,T,7,0,0,1,S,6,18,0,17,9,27
330,SKP5Y,48000,SGCarMart,5,1,SKP,Y,5,0,0,0,S,3,18,0,17,9,1
331,EW5555C,48000,SGCarMart,5555,4,EW,C,7,1,1,0,E,18,4,1,17,9,30
332,SGX5C,47500,SGCarMart,5,1,SGX,C,5,0,0,0,S,18,18,0,17,9,1
333,EQ47S,47000,Carplate,47,2,EQ,S,5,0,0,0,E,7,4,1,17,9,1
334,EQ47S,47000,CarPlateMart,47,2,EQ,S,5,0,0,0,E,7,4,1,17,9,1
335,SGB11A,46888,Carplate,11,2,SGB,A,6,1,1,0,S,1,18,0,17,9,1
336,SLX5T,45888,Carplate,5,1,SLX,T,5,0,0,0,S,6,18,0,17,9,1
337,SDK33A,45888,SGCarMart,33,2,SDK,A,6,1,1,0,S,1,18,0,17,9,1
338,EL84K,45800,SGCarMart,84,2,EL,K,5,0,0,1,E,12,4,1,17,9,2
339,EC56P,45000,Carplate,56,2,EC,P,5,0,0,0,E,9,4,1,17,9,1
340,SKM33G,45000,SGCarMart,33,2,SKM,G,6,1,1,0,S,15,18,0,17,9,1
341,SNF2Y,45000,SGCarMart,2,1,SNF,Y,5,0,0,0,S,3,18,0,17,9,1
342,SC9900C,43888,Carplate,9900,4,SC,C,7,0,1,0,S,18,18,0,17,9,50
343,SLX3Z,43888,Carplate,3,1,SLX,Z,5,0,0,0,S,2,18,0,17,9,1
344,SNC5E,43800,SGCarMart,5,1,SNC,E,5,0,0,0,S,16,18,0,17,9,1
345,SGX5C,42888,Carplate,5,1,SGX,C,5,0,0,0,S,18,18,0,17,8,1
346,SGG18E,41888,Carplate,18,2,SGG,E,6,0,0,1,S,16,18,0,17,8,1
347,SW7007P,41000,CarPlateMart,7007,4,SW,P,7,0,1,0,S,9,18,0,17,8,36
348,SGT55D,40000,Carplate,55,2,SGT,D,6,1,1,0,S,17,18,0,16,8,1
349,SBM222J,40000,Carplate,222,3,SBM,J,7,1,1,0,S,13,18,0,16,8,3
350,SMJ11L,40000,Carplate,11,2,SMJ,L,6,1,1,0,S,11,18,0,16,8,1
351,SFX4S,40000,Carplate,4,1,SFX,S,5,0,0,0,S,7,18,0,16,8,1
352,SBC4A,40000,Carplate,4,1,SBC,A,5,0,0,0,S,1,18,0,16,8,1
353,SBF18U,40000,CarPlateMart,18,2,SBF,U,6,0,0,1,S,5,18,0,16,8,1
354,SM875Z,40000,CarPlateMart,875,3,SM,Z,6,0,0,1,S,2,18,0,16,8,9
355,EX37J,39999,Carplate,37,2,EX,J,5,0,0,0,E,13,4,1,16,8,1
356,SKT7X,39999,SGCarMart,7,1,SKT,X,5,0,0,0,S,4,18,0,16,8,1
357,E1383L,39888,Carplate,1383,4,E,L,6,0,0,1,E,11,4,1,16,8,12
358,SBQ88J,39888,Carplate,88,2,SBQ,J,6,1,1,1,S,13,18,0,16,8,2
359,EY668H,39888,SGCarMart,668,3,EY,H,6,0,1,1,E,14,4,1,16,8,7
360,EX56D,39000,Carplate,56,2,EX,D,5,0,0,0,E,17,4,1,16,8,1
361,SMU555B,38888,Carplate,555,3,SMU,B,7,1,1,0,S,19,18,0,16,8,6
362,EL1717L,38888,Carplate,1717,4,EL,L,7,0,0,0,E,11,4,1,16,8,13
363,SMH3X,38888,Carplate,3,1,SMH,X,5,0,0,0,S,4,18,0,16,8,1
364,SJV10L,38888,Carplate,10,2,SJV,L,6,0,0,0,S,11,18,0,16,8,1
365,SS4433H,38888,Carplate,4433,4,SS,H,7,0,1,0,S,14,18,0,16,8,26
366,EW800C,38888,Carplate,800,3,EW,C,6,0,1,1,E,18,4,1,16,8,8
367,E2007S,38888,Carplate,2007,4,E,S,6,0,1,0,E,7,4,1,16,8,15
368,SDA88U,38888,Carplate,88,2,SDA,U,6,1,1,1,S,5,18,0,16,8,2
369,EZ2628E,38888,Carplate,2628,4,EZ,E,7,0,0,1,E,16,4,1,16,8,18
370,EE899M,38888,SGCarMart,899,3,EE,M,6,0,1,1,E,10,4,1,16,8,9
371,EQ668A,38888,SGCarMart,668,3,EQ,A,6,0,1,1,E,1,4,1,16,8,7
372,SY1188D,38888,SGCarMart,1188,4,SY,D,7,0,1,1,S,17,18,0,16,8,11
373,SBE99R,38888,SGCarMart,99,2,SBE,R,6,1,1,0,S,8,18,0,16,8,2
374,SBZ8888S,38888,SGCarMart,8888,4,SBZ,S,8,1,1,1,S,7,18,0,16,8,45
375,E3334R,38888,SGCarMart,3334,4,E,R,6,0,1,0,E,8,4,1,16,8,22
376,EU1818G,38888,CarPlateMart,1818,4,EU,G,7,0,0,1,E,15,4,1,16,8,14
377,E7385S,38888,CarPlateMart,7385,4,E,S,6,0,0,1,E,7,4,1,16,8,38
378,SKC33J,38800,SGCarMart,33,2,SKC,J,6,1,1,0,S,13,18,0,16,8,1
379,SFV27L,38800,SGCarMart,27,2,SFV,L,6,0,0,0,S,11,18,0,16,8,1
380,ES3818D,38180,CarPlateMart,3818,4,ES,D,7,0,0,1,E,17,4,1,16,8,24
381,EF108H,38108,CarPlateMart,108,3,EF,H,6,0,0,1,E,14,4,1,16,8,2
382,EG2800Z,38000,Carplate,2800,4,EG,Z,7,0,1,1,E,2,4,1,16,8,19
383,SNA39T,38000,Carplate,39,2,SNA,T,6,0,0,0,S,6,18,0,16,8,1
384,SLR38E,38000,Carplate,38,2,SLR,E,6,0,0,1,S,16,18,0,16,8,1
385,EJ9989B,38000,Carplate,9989,4,EJ,B,7,0,1,1,E,19,4,1,16,8,50
386,SW7007P,38000,Carplate,7007,4,SW,P,7,0,1,0,S,9,18,0,16,8,36
387,EU9993E,38000,Carplate,9993,4,EU,E,7,0,1,0,E,16,4,1,16,8,50
388,SLW1544C,38000,Carplate,1544,4,SLW,C,8,0,1,0,S,18,18,0,16,8,13
389,EL9696K,38000,Carplate,9696,4,EL,K,7,0,0,0,E,12,4,1,16,8,49
390,EM238D,38000,CarPlateMart,238,3,EM,D,6,0,0,1,E,17,4,1,16,8,3
391,EC8833K,38000,CarPlateMart,8833,4,EC,K,7,0,1,1,E,12,4,1,16,8,45
392,SL8585M,38000,CarPlateMart,8585,4,SL,M,7,0,0,1,S,10,18,0,16,8,44
393,SDM20B,38000,CarPlateMart,20,2,SDM,B,6,0,0,0,S,19,18,0,16,8,1
394,ES3113D,38000,CarPlateMart,3113,4,ES,D,7,0,1,0,E,17,4,1,16,8,20
395,EB3666P,36660,SGCarMart,3666,4,EB,P,7,0,1,0,E,9,4,1,16,8,23
396,SJX6P,36000,Carplate,6,1,SJX,P,5,0,0,0,S,9,18,0,16,8,1
397,SBQ99C,36000,Carplate,99,2,SBQ,C,6,1,1,0,S,18,18,0,16,8,2
398,EV97X,35800,SGCarMart,97,2,EV,X,5,0,0,0,E,4,4,1,16,8,2
399,E3297P,35000,Carplate,3297,4,E,P,6,0,0,0,E,9,4,1,16,8,22
400,SGN999L,35000,Carplate,999,3,SGN,L,7,1,1,0,S,11,18,0,16,8,10
401,SGA18L,35000,Carplate,18,2,SGA,L,6,0,0,1,S,11,18,0,16,8,1
402,EY3232L,35000,Carplate,3232,4,EY,L,7,0,0,0,E,11,4,1,16,8,21
403,SW4000C,35000,Carplate,4000,4,SW,C,7,0,1,0,S,18,18,0,16,8,25
404,EU1118T,35000,CarPlateMart,1118,4,EU,T,7,0,1,1,E,6,4,1,16,8,11
405,EJ8118E,33888,Carplate,8118,4,EJ,E,7,0,1,1,E,16,4,1,16,8,41
406,ES7788E,33888,Carplate,7788,4,ES,E,7,0,1,1,E,16,4,1,16,8,39
407,EU1212D,33888,Carplate,1212,4,EU,D,7,0,0,0,E,17,4,1,16,8,11
408,SND33T,33888,SGCarMart,33,2,SND,T,6,1,1,0,S,6,18,0,16,8,1
409,EG3330G,33330,Carplate,3330,4,EG,G,7,0,1,0,E,15,4,1,16,7,22
410,SY6191K,33000,Carplate,6191,4,SY,K,7,0,0,0,S,12,18,0,16,7,32
411,EU1100T,33000,Carplate,1100,4,EU,T,7,0,1,0,E,6,4,1,16,7,11
412,EJ3300C,33000,Carplate,3300,4,EJ,C,7,0,1,0,E,18,4,1,16,7,22
413,SDT10T,33000,Carplate,10,2,SDT,T,6,0,0,0,S,6,18,0,16,7,1
414,YJ1Z,33000,SGCarMart,1,1,YJ,Z,4,0,0,0,Y,2,24,0,16,7,1
415,EY1133C,33000,CarPlateMart,1133,4,EY,C,7,0,1,0,E,18,4,1,16,7,11
416,SW8883U,32888,Carplate,8883,4,SW,U,7,0,1,1,S,5,18,0,16,7,45
417,SCV32G,32888,Carplate,32,2,SCV,G,6,0,0,0,S,15,18,0,16,7,1
418,EL3838H,32888,Carplate,3838,4,EL,H,7,0,0,1,E,14,4,1,16,7,24
419,EL8881Z,32888,Carplate,8881,4,EL,Z,7,0,1,1,E,2,4,1,16,7,45
420,EH339Y,32888,CarPlateMart,339,3,EH,Y,6,0,1,0,E,3,4,1,16,7,4
421,SLP8888B,32888,CarPlateMart,8888,4,SLP,B,8,1,1,1,S,19,18,0,16,7,45
422,SX8599K,32000,CarPlateMart,8599,4,SX,K,7,0,1,1,S,12,18,0,16,7,44
423,SBJ18Z,31888,Carplate,18,2,SBJ,Z,6,0,0,1,S,2,18,0,16,7,1
424,AP5R,30888,Carplate,5,1,AP,R,4,0,0,0,A,8,0,0,16,7,1
425,SBB111D,30888,Carplate,111,3,SBB,D,7,1,1,0,S,17,18,0,16,7,2
426,ER1199A,30888,Carplate,1199,4,ER,A,7,0,1,0,E,1,4,1,16,7,11
427,AX22Z,30800,Carplate,22,2,AX,Z,5,1,1,0,A,2,0,0,16,7,1
428,EG9669R,30000,Carplate,9669,4,EG,R,7,0,1,0,E,8,4,1,15,7,49
429,SBD222G,30000,Carplate,222,3,SBD,G,7,1,1,0,S,15,18,0,15,7,3
430,SBQ3333G,30000,Carplate,3333,4,SBQ,G,8,1,1,0,S,15,18,0,15,7,22
431,EQ8181J,30000,Carplate,8181,4,EQ,J,7,0,0,1,E,13,4,1,15,7,41
432,SGG25J,30000,Carplate,25,2,SGG,J,6,0,0,0,S,13,18,0,15,7,1
433,SBL25S,30000,Carplate,25,2,SBL,S,6,0,0,0,S,7,18,0,15,7,1
434,SCR13H,30000,Carplate,13,2,SCR,H,6,0,0,0,S,14,18,0,15,7,1
435,SBD80Z,30000,Carplate,80,2,SBD,Z,6,0,0,1,S,2,18,0,15,7,2
436,SKQ18E,29888,SGCarMart,18,2,SKQ,E,6,0,0,1,S,16,18,0,15,7,1
437,SGX29J,29888,CarPlateMart,29,2,SGX,J,6,0,0,0,S,13,18,0,15,7,1
438,SMR33G,29800,SGCarMart,33,2,SMR,G,6,1,1,0,S,15,18,0,15,7,1
439,SNF33H,29800,SGCarMart,33,2,SNF,H,6,1,1,0,S,14,18,0,15,7,1
440,EZ972Z,29720,Carplate,972,3,EZ,Z,6,0,0,0,E,2,4,1,15,7,10
441,SQ952M,29500,CarPlateMart,952,3,SQ,M,6,0,0,0,S,10,18,0,15,7,10
442,E5033X,29299,SGCarMart,5033,4,E,X,6,0,1,0,E,4,4,1,15,7,28
443,SDG11J,29111,SGCarMart,11,2,SDG,J,6,1,1,0,S,13,18,0,15,7,1
444,SDN9999M,29000,SGCarMart,9999,4,SDN,M,8,1,1,0,S,10,18,0,15,7,50
445,SLL23D,28999,SGCarMart,23,2,SLL,D,6,0,0,0,S,17,18,0,15,7,1
446,SJJ12U,28888,Carplate,12,2,SJJ,U,6,0,0,0,S,5,18,0,15,7,1
447,SKP33R,28888,Carplate,33,2,SKP,R,6,1,1,0,S,8,18,0,15,7,1
448,SCH888C,28888,Carplate,888,3,SCH,C,7,1,1,1,S,18,18,0,15,7,9
449,SKA77T,28888,Carplate,77,2,SKA,T,6,1,1,0,S,6,18,0,15,7,2
450,SBD97B,28888,Carplate,97,2,SBD,B,6,0,0,0,S,19,18,0,15,7,2
451,EV8448P,28888,Carplate,8448,4,EV,P,7,0,1,1,E,9,4,1,15,7,43
452,EV1100M,28888,Carplate,1100,4,EV,M,7,0,1,0,E,10,4,1,15,7,11
453,GT99C,28888,Carplate,99,2,GT,C,5,1,1,0,G,18,6,0,15,7,2
454,SQ952M,28888,Carplate,952,3,SQ,M,6,0,0,0,S,10,18,0,15,7,10
455,SCX888T,28888,Carplate,888,3,SCX,T,7,1,1,1,S,6,18,0,15,7,9
456,EH928Y,28888,Carplate,928,3,EH,Y,6,0,0,1,E,3,4,1,15,7,9
457,EY9933H,28888,Carplate,9933,4,EY,H,7,0,1,0,E,14,4,1,15,7,50
458,SDK999M,28888,Carplate,999,3,SDK,M,7,1,1,0,S,10,18,0,15,7,10
459,ET1218T,28888,Carplate,1218,4,ET,T,7,0,0,1,E,6,4,1,15,7,11
460,EP1680L,28888,Carplate,1680,4,EP,L,7,0,0,1,E,11,4,1,15,7,13
461,EV1965J,28888,Carplate,1965,4,EV,J,7,0,0,0,E,13,4,1,15,7,15
462,AT66T,28888,Carplate,66,2,AT,T,5,1,1,0,A,6,0,0,15,7,2
463,SQ983Z,28888,SGCarMart,983,3,SQ,Z,6,0,0,1,S,2,18,0,15,7,10
464,SW703J,28888,SGCarMart,703,3,SW,J,6,0,0,0,S,13,18,0,15,7,7
465,SNC8888X,28888,SGCarMart,8888,4,SNC,X,8,1,1,1,S,4,18,0,15,7,45
466,SJM77S,28888,SGCarMart,77,2,SJM,S,6,1,1,0,S,7,18,0,15,7,2
467,SBJ8888B,28888,SGCarMart,8888,4,SBJ,B,8,1,1,1,S,19,18,0,15,7,45
468,E5978U,28888,SGCarMart,5978,4,E,U,6,0,0,1,E,5,4,1,15,7,31
469,SBZ38G,28888,CarPlateMart,38,2,SBZ,G,6,0,0,1,S,15,18,0,15,7,1
470,EV6677H,28888,CarPlateMart,6677,4,EV,H,7,0,1,0,E,14,4,1,15,7,34
471,EN3000Y,28888,CarPlateMart,3000,4,EN,Y,7,0,1,0,E,3,4,1,15,7,20
472,EN878B,28878,CarPlateMart,878,3,EN,B,6,0,0,1,E,19,4,1,15,7,9
473,SBL288A,28800,Carplate,288,3,SBL,A,7,0,1,1,S,1,18,0,15,7,4
474,EC9710A,28800,SGCarMart,9710,4,EC,A,7,0,0,0,E,1,4,1,15,7,49
475,SNB4M,28800,SGCarMart,4,1,SNB,M,5,0,0,0,S,10,18,0,15,7,1
476,SNB4M,28800,CarPlateMart,4,1,SNB,M,5,0,0,0,S,10,18,0,15,7,1
477,EL9696K,28800,CarPlateMart,9696,4,EL,K,7,0,0,0,E,12,4,1,15,7,49
478,ET1218T,28800,CarPlateMart,1218,4,ET,T,7,0,0,1,E,6,4,1,15,7,11
479,EN678L,28678,SGCarMart,678,3,EN,L,6,0,0,1,E,11,4,1,15,7,7
480,SLG5500L,28500,Carplate,5500,4,SLG,L,8,0,1,0,S,11,18,0,15,7,30
481,SJA44A,28444,Carplate,44,2,SJA,A,6,1,1,0,S,1,18,0,15,7,1
482,ES9000G,28000,Carplate,9000,4,ES,G,7,0,1,0,E,15,4,1,15,7,46
483,SCK28C,28000,Carplate,28,2,SCK,C,6,0,0,1,S,18,18,0,15,7,1
484,SFV111B,28000,Carplate,111,3,SFV,B,7,1,1,0,S,19,18,0,15,7,2
485,SKL9999R,28000,Carplate,9999,4,SKL,R,8,1,1,0,S,8,18,0,15,7,50
486,SGW11P,28000,Carplate,11,2,SGW,P,6,1,1,0,S,9,18,0,15,7,1
487,SBX6666P,28000,Carplate,6666,4,SBX,P,8,1,1,0,S,9,18,0,15,7,34
488,SLN19G,28000,Carplate,19,2,SLN,G,6,0,0,0,S,15,18,0,15,7,1
489,GY2E,28000,Carplate,2,1,GY,E,4,0,0,0,G,16,6,0,15,7,1
490,SBT78Y,28000,Carplate,78,2,SBT,Y,6,0,0,1,S,3,18,0,15,7,2
491,ES638B,28000,Carplate,638,3,ES,B,6,0,0,1,E,19,4,1,15,7,7
492,SW1683B,28000,Carplate,1683,4,SW,B,7,0,0,1,S,19,18,0,15,7,13
493,EQ3033L,28000,Carplate,3033,4,EQ,L,7,0,1,0,E,11,4,1,15,7,20
494,SKP99B,28000,Carplate,99,2,SKP,B,6,1,1,0,S,19,18,0,15,7,2
495,SBC223J,28000,Carplate,223,3,SBC,J,7,0,1,0,S,13,18,0,15,7,3
496,EW1818X,28000,SGCarMart,1818,4,EW,X,7,0,0,1,E,4,4,1,15,7,14
497,SJC10L,28000,SGCarMart,10,2,SJC,L,6,0,0,0,S,11,18,0,15,7,1
498,EG202M,28000,SGCarMart,202,3,EG,M,6,0,0,0,E,10,4,1,15,7,3
499,SMX17Y,28000,CarPlateMart,17,2,SMX,Y,6,0,0,0,S,3,18,0,15,7,1
500,SFM13Z,28000,CarPlateMart,13,2,SFM,Z,6,0,0,0,S,2,18,0,15,7,1
501,E7355S,28000,CarPlateMart,7355,4,E,S,6,0,1,0,E,7,4,1,15,7,38
502,EV8686T,28000,CarPlateMart,8686,4,EV,T,7,0,0,1,E,6,4,1,15,7,44
503,SBH44H,28000,CarPlateMart,44,2,SBH,H,6,1,1,0,S,14,18,0,15,7,1
504,SBQ99C,28000,CarPlateMart,99,2,SBQ,C,6,1,1,0,S,18,18,0,15,7,2
505,EN3232U,27800,SGCarMart,3232,4,EN,U,7,0,0,0,E,5,4,1,15,7,21
506,SJP860G,27800,CarPlateMart,860,3,SJP,G,7,0,0,1,S,15,18,0,15,7,9
507,SMS7777S,27777,SGCarMart,7777,4,SMS,S,8,1,1,0,S,7,18,0,15,7,39
508,SFK7777S,27000,Carplate,7777,4,SFK,S,8,1,1,0,S,7,18,0,15,7,39
509,SMG98C,26888,Carplate,98,2,SMG,C,6,0,0,1,S,18,18,0,15,7,2
510,SMD26B,26888,SGCarMart,26,2,SMD,B,6,0,0,0,S,19,18,0,15,7,1
511,SNA28A,26888,SGCarMart,28,2,SNA,A,6,0,0,1,S,1,18,0,15,7,1
512,SJZ8888Y,26800,SGCarMart,8888,4,SJZ,Y,8,1,1,1,S,3,18,0,15,7,45
513,SW7988H,26800,SGCarMart,7988,4,SW,H,7,0,1,1,S,14,18,0,15,7,40
514,SNC888Z,26800,CarPlateMart,888,3,SNC,Z,7,1,1,1,S,2,18,0,15,7,9
515,SKL9999R,26000,CarPlateMart,9999,4,SKL,R,8,1,1,0,S,8,18,0,15,6,50
516,SLM77T,25888,Carplate,77,2,SLM,T,6,1,1,0,S,6,18,0,15,6,2
517,SJZ18U,25888,Carplate,18,2,SJZ,U,6,0,0,1,S,5,18,0,15,6,1
518,SBG5555Y,25888,Carplate,5555,4,SBG,Y,8,1,1,0,S,3,18,0,15,6,30
519,SBH777B,25888,Carplate,777,3,SBH,B,7,1,1,0,S,19,18,0,15,6,8
520,SFV888T,25888,Carplate,888,3,SFV,T,7,1,1,1,S,6,18,0,15,6,9
521,SDA99M,25888,Carplate,99,2,SDA,M,6,1,1,0,S,10,18,0,15,6,2
522,SDQ22A,25888,Carplate,22,2,SDQ,A,6,1,1,0,S,1,18,0,15,6,1
523,SGP444K,25888,Carplate,444,3,SGP,K,7,1,1,0,S,12,18,0,15,6,5
524,SBR19D,25888,SGCarMart,19,2,SBR,D,6,0,0,0,S,17,18,0,15,6,1
525,SKX777K,25888,CarPlateMart,777,3,SKX,K,7,1,1,0,S,12,18,0,15,6,8
526,SJB10S,25800,Carplate,10,2,SJB,S,6,0,0,0,S,7,18,0,15,6,1
527,SJH777G,25777,Carplate,777,3,SJH,G,7,1,1,0,S,15,18,0,15,6,8
528,SKX777K,25777,Carplate,777,3,SKX,K,7,1,1,0,S,12,18,0,15,6,8
529,ES9338H,25000,Carplate,9338,4,ES,H,7,0,1,1,E,14,4,1,15,6,48
530,E6783H,25000,Carplate,6783,4,E,H,6,0,0,1,E,14,4,1,15,6,35
531,SX5466E,25000,Carplate,5466,4,SX,E,7,0,1,0,S,16,18,0,15,6,30
532,AG12S,25000,Carplate,12,2,AG,S,5,0,0,0,A,7,0,0,15,6,1
533,GP5U,25000,Carplate,5,1,GP,U,4,0,0,0,G,5,6,0,15,6,1
534,SFG44R,25000,Carplate,44,2,SFG,R,6,1,1,0,S,8,18,0,15,6,1
535,EY7873K,25000,Carplate,7873,4,EY,K,7,0,0,1,E,12,4,1,15,6,40
536,SJX21U,25000,Carplate,21,2,SJX,U,6,0,0,0,S,5,18,0,15,6,1
537,AM24B,25000,Carplate,24,2,AM,B,5,0,0,0,A,19,0,0,15,6,1
538,AM58D,25000,Carplate,58,2,AM,D,5,0,0,1,A,17,0,0,15,6,2
539,SNC77Y,25000,SGCarMart,77,2,SNC,Y,6,1,1,0,S,3,18,0,15,6,2
540,SJZ18U,25000,SGCarMart,18,2,SJZ,U,6,0,0,1,S,5,18,0,15,6,1
541,SMX6666J,25000,SGCarMart,6666,4,SMX,J,8,1,1,0,S,13,18,0,15,6,34
542,SX5466E,25000,CarPlateMart,5466,4,SX,E,7,0,1,0,S,16,18,0,15,6,30
543,SJS99Y,25000,CarPlateMart,99,2,SJS,Y,6,1,1,0,S,3,18,0,15,6,2
544,SMU33R,24888,Carplate,33,2,SMU,R,6,1,1,0,S,8,18,0,15,6,1
545,EZ246L,24888,Carplate,246,3,EZ,L,6,0,0,0,E,11,4,1,15,6,3
546,SBE30M,24888,Carplate,30,2,SBE,M,6,0,0,0,S,10,18,0,15,6,1
547,SDV6666B,24888,SGCarMart,6666,4,SDV,B,8,1,1,0,S,19,18,0,15,6,34
548,SGJ55G,24888,SGCarMart,55,2,SGJ,G,6,1,1,0,S,15,18,0,15,6,1
549,SGL6666T,24888,SGCarMart,6666,4,SGL,T,8,1,1,0,S,6,18,0,15,6,34
550,SBD44D,24888,SGCarMart,44,2,SBD,D,6,1,1,0,S,17,18,0,15,6,1
551,EF1818K,24888,CarPlateMart,1818,4,EF,K,7,0,0,1,E,12,4,1,15,6,14
553,SDT4L,24444,Carplate,4,1,SDT,L,5,0,0,0,S,11,18,0,15,6,1
554,SNB4M,24000,Carplate,4,1,SNB,M,5,0,0,0,S,10,18,0,15,6,1
555,SV5251T,24000,CarPlateMart,5251,4,SV,T,7,0,0,0,S,6,18,0,15,6,29
556,SKS111H,23888,Carplate,111,3,SKS,H,7,1,1,0,S,14,18,0,15,6,2
557,SNF9999L,23888,Carplate,9999,4,SNF,L,8,1,1,0,S,11,18,0,15,6,50
558,SP8934T,23888,Carplate,8934,4,SP,T,7,0,0,1,S,6,18,0,15,6,46
559,SLB55P,23888,Carplate,55,2,SLB,P,6,1,1,0,S,9,18,0,15,6,1
560,SNC33Z,23888,Carplate,33,2,SNC,Z,6,1,1,0,S,2,18,0,15,6,1
561,SMW11T,23888,Carplate,11,2,SMW,T,6,1,1,0,S,6,18,0,15,6,1
562,EQ823T,23888,Carplate,823,3,EQ,T,6,0,0,1,E,6,4,1,15,6,8
563,EW717K,23888,Carplate,717,3,EW,K,6,0,0,0,E,12,4,1,15,6,7
564,SFX21S,23888,Carplate,21,2,SFX,S,6,0,0,0,S,7,18,0,15,6,1
